,Quarter,HB_x,HBT,CancerType,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferralsTreatedWithin62Days,HBName,Country
5945,2014Q4,S08000016,S08000016,Breast,11.0,11.0,NHS Borders,S92000003
5946,2014Q4,S08000016,S08000016,Cervical,1.0,1.0,NHS Borders,S92000003
5947,2014Q4,S08000016,S08000016,Colorectal,10.0,10.0,NHS Borders,S92000003
5948,2014Q4,S08000016,S08000016,Lung,11.0,11.0,NHS Borders,S92000003
5949,2014Q4,S08000016,S08000016,Lymphoma,4.0,4.0,NHS Borders,S92000003
5950,2014Q4,S08000016,S08000016,Melanoma,6.0,6.0,NHS Borders,S92000003
5951,2014Q4,S08000016,S08000016,Ovarian,4.0,4.0,NHS Borders,S92000003
5952,2014Q4,S08000016,S08000016,Upper GI,12.0,12.0,NHS Borders,S92000003
5953,2014Q4,S08000016,S08000016,Urological,10.0,10.0,NHS Borders,S92000003
5954,2014Q4,S08000024,S08000016,Breast,4.0,4.0,NHS Borders,S92000003
5955,2015Q1,S08000016,S08000016,Breast,9.0,9.0,NHS Borders,S92000003
5956,2015Q1,S08000016,S08000016,Colorectal,16.0,14.0,NHS Borders,S92000003
5957,2015Q1,S08000016,S08000016,Lung,4.0,4.0,NHS Borders,S92000003
5958,2015Q1,S08000016,S08000016,Lymphoma,3.0,3.0,NHS Borders,S92000003
5959,2015Q1,S08000016,S08000016,Melanoma,2.0,2.0,NHS Borders,S92000003
5960,2015Q1,S08000016,S08000016,Ovarian,2.0,2.0,NHS Borders,S92000003
5961,2015Q1,S08000016,S08000016,Upper GI,6.0,6.0,NHS Borders,S92000003
5962,2015Q1,S08000016,S08000016,Urological,13.0,13.0,NHS Borders,S92000003
5963,2015Q1,S08000024,S08000016,Breast,4.0,4.0,NHS Borders,S92000003
5964,2015Q2,S08000016,S08000016,Breast,2.0,2.0,NHS Borders,S92000003
5965,2015Q2,S08000016,S08000016,Colorectal,10.0,10.0,NHS Borders,S92000003
5966,2015Q2,S08000016,S08000016,Head & Neck,2.0,2.0,NHS Borders,S92000003
5967,2015Q2,S08000016,S08000016,Lung,8.0,8.0,NHS Borders,S92000003
5968,2015Q2,S08000016,S08000016,Lymphoma,5.0,5.0,NHS Borders,S92000003
5969,2015Q2,S08000016,S08000016,Melanoma,7.0,7.0,NHS Borders,S92000003
5970,2015Q2,S08000016,S08000016,Ovarian,4.0,4.0,NHS Borders,S92000003
5971,2015Q2,S08000016,S08000016,Upper GI,10.0,10.0,NHS Borders,S92000003
5972,2015Q2,S08000016,S08000016,Urological,8.0,8.0,NHS Borders,S92000003
5973,2015Q2,S08000024,S08000016,Breast,1.0,1.0,NHS Borders,S92000003
5974,2015Q3,S08000016,S08000016,Breast,13.0,13.0,NHS Borders,S92000003
5975,2015Q3,S08000016,S08000016,Colorectal,10.0,10.0,NHS Borders,S92000003
5976,2015Q3,S08000016,S08000016,Head & Neck,2.0,2.0,NHS Borders,S92000003
5977,2015Q3,S08000016,S08000016,Lung,12.0,12.0,NHS Borders,S92000003
5978,2015Q3,S08000016,S08000016,Lymphoma,4.0,4.0,NHS Borders,S92000003
5979,2015Q3,S08000016,S08000016,Melanoma,3.0,3.0,NHS Borders,S92000003
5980,2015Q3,S08000016,S08000016,Ovarian,1.0,1.0,NHS Borders,S92000003
5981,2015Q3,S08000016,S08000016,Upper GI,6.0,6.0,NHS Borders,S92000003
5982,2015Q3,S08000016,S08000016,Urological,4.0,4.0,NHS Borders,S92000003
5983,2015Q4,S08000016,S08000016,Breast,8.0,8.0,NHS Borders,S92000003
5984,2015Q4,S08000016,S08000016,Cervical,1.0,1.0,NHS Borders,S92000003
5985,2015Q4,S08000016,S08000016,Colorectal,8.0,8.0,NHS Borders,S92000003
5986,2015Q4,S08000016,S08000016,Head & Neck,2.0,2.0,NHS Borders,S92000003
5987,2015Q4,S08000016,S08000016,Lung,7.0,7.0,NHS Borders,S92000003
5988,2015Q4,S08000016,S08000016,Lymphoma,4.0,4.0,NHS Borders,S92000003
5989,2015Q4,S08000016,S08000016,Melanoma,6.0,6.0,NHS Borders,S92000003
5990,2015Q4,S08000016,S08000016,Ovarian,6.0,6.0,NHS Borders,S92000003
5991,2015Q4,S08000016,S08000016,Upper GI,11.0,11.0,NHS Borders,S92000003
5992,2015Q4,S08000016,S08000016,Urological,7.0,7.0,NHS Borders,S92000003
5993,2016Q1,S08000016,S08000016,Breast,12.0,12.0,NHS Borders,S92000003
5994,2016Q1,S08000016,S08000016,Colorectal,6.0,6.0,NHS Borders,S92000003
5995,2016Q1,S08000016,S08000016,Lung,4.0,4.0,NHS Borders,S92000003
5996,2016Q1,S08000016,S08000016,Melanoma,3.0,3.0,NHS Borders,S92000003
5997,2016Q1,S08000016,S08000016,Ovarian,4.0,4.0,NHS Borders,S92000003
5998,2016Q1,S08000016,S08000016,Upper GI,9.0,9.0,NHS Borders,S92000003
5999,2016Q1,S08000016,S08000016,Urological,8.0,8.0,NHS Borders,S92000003
6000,2016Q1,S08000024,S08000016,Breast,1.0,1.0,NHS Borders,S92000003
6001,2016Q2,S08000016,S08000016,Breast,10.0,10.0,NHS Borders,S92000003
6002,2016Q2,S08000016,S08000016,Cervical,1.0,1.0,NHS Borders,S92000003
6003,2016Q2,S08000016,S08000016,Colorectal,12.0,12.0,NHS Borders,S92000003
6004,2016Q2,S08000016,S08000016,Lung,8.0,8.0,NHS Borders,S92000003
6005,2016Q2,S08000016,S08000016,Melanoma,7.0,7.0,NHS Borders,S92000003
6006,2016Q2,S08000016,S08000016,Ovarian,1.0,1.0,NHS Borders,S92000003
6007,2016Q2,S08000016,S08000016,Upper GI,7.0,7.0,NHS Borders,S92000003
6008,2016Q2,S08000016,S08000016,Urological,11.0,11.0,NHS Borders,S92000003
6009,2016Q3,S08000016,S08000016,Breast,11.0,11.0,NHS Borders,S92000003
6010,2016Q3,S08000016,S08000016,Colorectal,12.0,12.0,NHS Borders,S92000003
6011,2016Q3,S08000016,S08000016,Lung,16.0,16.0,NHS Borders,S92000003
6012,2016Q3,S08000016,S08000016,Lymphoma,4.0,4.0,NHS Borders,S92000003
6013,2016Q3,S08000016,S08000016,Melanoma,6.0,6.0,NHS Borders,S92000003
6014,2016Q3,S08000016,S08000016,Ovarian,4.0,4.0,NHS Borders,S92000003
6015,2016Q3,S08000016,S08000016,Upper GI,11.0,11.0,NHS Borders,S92000003
6016,2016Q3,S08000016,S08000016,Urological,15.0,15.0,NHS Borders,S92000003
6017,2016Q3,S08000024,S08000016,Breast,1.0,1.0,NHS Borders,S92000003
6018,2016Q4,S08000016,S08000016,Breast,7.0,7.0,NHS Borders,S92000003
6019,2016Q4,S08000016,S08000016,Cervical,1.0,1.0,NHS Borders,S92000003
6020,2016Q4,S08000016,S08000016,Colorectal,15.0,14.0,NHS Borders,S92000003
6021,2016Q4,S08000016,S08000016,Head & Neck,1.0,1.0,NHS Borders,S92000003
6022,2016Q4,S08000016,S08000016,Lung,8.0,8.0,NHS Borders,S92000003
6023,2016Q4,S08000016,S08000016,Lymphoma,4.0,4.0,NHS Borders,S92000003
6024,2016Q4,S08000016,S08000016,Melanoma,1.0,1.0,NHS Borders,S92000003
6025,2016Q4,S08000016,S08000016,Ovarian,1.0,1.0,NHS Borders,S92000003
6026,2016Q4,S08000016,S08000016,Upper GI,7.0,7.0,NHS Borders,S92000003
6027,2016Q4,S08000016,S08000016,Urological,17.0,17.0,NHS Borders,S92000003
6028,2016Q4,S08000024,S08000016,Breast,2.0,2.0,NHS Borders,S92000003
6029,2017Q1,S08000016,S08000016,Breast,5.0,5.0,NHS Borders,S92000003
6030,2017Q1,S08000016,S08000016,Cervical,2.0,2.0,NHS Borders,S92000003
6031,2017Q1,S08000016,S08000016,Colorectal,13.0,13.0,NHS Borders,S92000003
6032,2017Q1,S08000016,S08000016,Head & Neck,3.0,3.0,NHS Borders,S92000003
6033,2017Q1,S08000016,S08000016,Lung,11.0,11.0,NHS Borders,S92000003
6034,2017Q1,S08000016,S08000016,Lymphoma,3.0,3.0,NHS Borders,S92000003
6035,2017Q1,S08000016,S08000016,Melanoma,5.0,5.0,NHS Borders,S92000003
6036,2017Q1,S08000016,S08000016,Ovarian,4.0,4.0,NHS Borders,S92000003
6037,2017Q1,S08000016,S08000016,Upper GI,9.0,9.0,NHS Borders,S92000003
6038,2017Q1,S08000016,S08000016,Urological,10.0,9.0,NHS Borders,S92000003
6039,2017Q1,S08000024,S08000016,Breast,4.0,4.0,NHS Borders,S92000003
6040,2017Q2,S08000016,S08000016,Breast,12.0,11.0,NHS Borders,S92000003
6041,2017Q2,S08000016,S08000016,Colorectal,5.0,4.0,NHS Borders,S92000003
6042,2017Q2,S08000016,S08000016,Head & Neck,2.0,2.0,NHS Borders,S92000003
6043,2017Q2,S08000016,S08000016,Lung,16.0,16.0,NHS Borders,S92000003
6044,2017Q2,S08000016,S08000016,Lymphoma,2.0,2.0,NHS Borders,S92000003
6045,2017Q2,S08000016,S08000016,Melanoma,5.0,5.0,NHS Borders,S92000003
6046,2017Q2,S08000016,S08000016,Ovarian,1.0,1.0,NHS Borders,S92000003
6047,2017Q2,S08000016,S08000016,Upper GI,13.0,13.0,NHS Borders,S92000003
6048,2017Q2,S08000016,S08000016,Urological,11.0,11.0,NHS Borders,S92000003
6049,2017Q2,S08000024,S08000016,Breast,2.0,2.0,NHS Borders,S92000003
6050,2017Q3,S08000016,S08000016,Breast,10.0,10.0,NHS Borders,S92000003
6051,2017Q3,S08000016,S08000016,Colorectal,11.0,11.0,NHS Borders,S92000003
6052,2017Q3,S08000016,S08000016,Head & Neck,1.0,1.0,NHS Borders,S92000003
6053,2017Q3,S08000016,S08000016,Lung,10.0,10.0,NHS Borders,S92000003
6054,2017Q3,S08000016,S08000016,Lymphoma,4.0,4.0,NHS Borders,S92000003
6055,2017Q3,S08000016,S08000016,Melanoma,7.0,7.0,NHS Borders,S92000003
6056,2017Q3,S08000016,S08000016,Ovarian,2.0,2.0,NHS Borders,S92000003
6057,2017Q3,S08000016,S08000016,Upper GI,4.0,4.0,NHS Borders,S92000003
6058,2017Q3,S08000016,S08000016,Urological,12.0,12.0,NHS Borders,S92000003
6059,2017Q4,S08000016,S08000016,Breast,12.0,12.0,NHS Borders,S92000003
6060,2017Q4,S08000016,S08000016,Colorectal,9.0,9.0,NHS Borders,S92000003
6061,2017Q4,S08000016,S08000016,Lung,12.0,12.0,NHS Borders,S92000003
6062,2017Q4,S08000016,S08000016,Lymphoma,2.0,2.0,NHS Borders,S92000003
6063,2017Q4,S08000016,S08000016,Melanoma,3.0,3.0,NHS Borders,S92000003
6064,2017Q4,S08000016,S08000016,Ovarian,3.0,3.0,NHS Borders,S92000003
6065,2017Q4,S08000016,S08000016,Upper GI,7.0,7.0,NHS Borders,S92000003
6066,2017Q4,S08000016,S08000016,Urological,9.0,9.0,NHS Borders,S92000003
6067,2017Q4,S08000024,S08000016,Breast,1.0,1.0,NHS Borders,S92000003
6068,2017Q4,S08000024,S08000016,Lymphoma,1.0,0.0,NHS Borders,S92000003
6069,2018Q1,S08000016,S08000016,Breast,7.0,7.0,NHS Borders,S92000003
6070,2018Q1,S08000016,S08000016,Cervical,1.0,1.0,NHS Borders,S92000003
6071,2018Q1,S08000016,S08000016,Colorectal,15.0,15.0,NHS Borders,S92000003
6072,2018Q1,S08000016,S08000016,Head & Neck,1.0,1.0,NHS Borders,S92000003
6073,2018Q1,S08000016,S08000016,Lung,15.0,15.0,NHS Borders,S92000003
6074,2018Q1,S08000016,S08000016,Lymphoma,4.0,4.0,NHS Borders,S92000003
6075,2018Q1,S08000016,S08000016,Melanoma,3.0,3.0,NHS Borders,S92000003
6076,2018Q1,S08000016,S08000016,Ovarian,3.0,3.0,NHS Borders,S92000003
6077,2018Q1,S08000016,S08000016,Upper GI,9.0,9.0,NHS Borders,S92000003
6078,2018Q1,S08000016,S08000016,Urological,7.0,7.0,NHS Borders,S92000003
6079,2018Q2,S08000016,S08000016,Breast,11.0,10.0,NHS Borders,S92000003
6080,2018Q2,S08000016,S08000016,Cervical,1.0,1.0,NHS Borders,S92000003
6081,2018Q2,S08000016,S08000016,Colorectal,9.0,9.0,NHS Borders,S92000003
6082,2018Q2,S08000016,S08000016,Lung,15.0,15.0,NHS Borders,S92000003
6083,2018Q2,S08000016,S08000016,Lymphoma,4.0,4.0,NHS Borders,S92000003
6084,2018Q2,S08000016,S08000016,Melanoma,6.0,6.0,NHS Borders,S92000003
6085,2018Q2,S08000016,S08000016,Ovarian,4.0,4.0,NHS Borders,S92000003
6086,2018Q2,S08000016,S08000016,Upper GI,5.0,5.0,NHS Borders,S92000003
6087,2018Q2,S08000016,S08000016,Urological,10.0,9.0,NHS Borders,S92000003
6088,2018Q3,S08000016,S08000016,Breast,9.0,9.0,NHS Borders,S92000003
6089,2018Q3,S08000016,S08000016,Cervical,1.0,1.0,NHS Borders,S92000003
6090,2018Q3,S08000016,S08000016,Colorectal,11.0,9.0,NHS Borders,S92000003
6091,2018Q3,S08000016,S08000016,Head & Neck,1.0,1.0,NHS Borders,S92000003
6092,2018Q3,S08000016,S08000016,Lung,17.0,17.0,NHS Borders,S92000003
6093,2018Q3,S08000016,S08000016,Lymphoma,1.0,1.0,NHS Borders,S92000003
6094,2018Q3,S08000016,S08000016,Melanoma,4.0,4.0,NHS Borders,S92000003
6095,2018Q3,S08000016,S08000016,Ovarian,2.0,2.0,NHS Borders,S92000003
6096,2018Q3,S08000016,S08000016,Upper GI,13.0,13.0,NHS Borders,S92000003
6097,2018Q3,S08000016,S08000016,Urological,13.0,13.0,NHS Borders,S92000003
6098,2018Q4,S08000016,S08000016,Breast,15.0,15.0,NHS Borders,S92000003
6099,2018Q4,S08000016,S08000016,Colorectal,8.0,7.0,NHS Borders,S92000003
6100,2018Q4,S08000016,S08000016,Lung,6.0,6.0,NHS Borders,S92000003
6101,2018Q4,S08000016,S08000016,Lymphoma,4.0,4.0,NHS Borders,S92000003
6102,2018Q4,S08000016,S08000016,Melanoma,4.0,4.0,NHS Borders,S92000003
6103,2018Q4,S08000016,S08000016,Ovarian,1.0,1.0,NHS Borders,S92000003
6104,2018Q4,S08000016,S08000016,Upper GI,11.0,11.0,NHS Borders,S92000003
6105,2018Q4,S08000016,S08000016,Urological,14.0,14.0,NHS Borders,S92000003
6106,2019Q1,S08000016,S08000016,Breast,6.0,6.0,NHS Borders,S92000003
6107,2019Q1,S08000016,S08000016,Cervical,1.0,1.0,NHS Borders,S92000003
6108,2019Q1,S08000016,S08000016,Colorectal,22.0,14.0,NHS Borders,S92000003
6109,2019Q1,S08000016,S08000016,Head & Neck,3.0,3.0,NHS Borders,S92000003
6110,2019Q1,S08000016,S08000016,Lung,12.0,12.0,NHS Borders,S92000003
6111,2019Q1,S08000016,S08000016,Lymphoma,5.0,5.0,NHS Borders,S92000003
6112,2019Q1,S08000016,S08000016,Melanoma,6.0,6.0,NHS Borders,S92000003
6113,2019Q1,S08000016,S08000016,Ovarian,3.0,3.0,NHS Borders,S92000003
6114,2019Q1,S08000016,S08000016,Upper GI,5.0,5.0,NHS Borders,S92000003
6115,2019Q1,S08000016,S08000016,Urological,12.0,11.0,NHS Borders,S92000003
6116,2019Q2,S08000016,S08000016,Breast,11.0,11.0,NHS Borders,S92000003
6117,2019Q2,S08000016,S08000016,Cervical,3.0,3.0,NHS Borders,S92000003
6118,2019Q2,S08000016,S08000016,Colorectal,14.0,13.0,NHS Borders,S92000003
6119,2019Q2,S08000016,S08000016,Head & Neck,2.0,2.0,NHS Borders,S92000003
6120,2019Q2,S08000016,S08000016,Lung,8.0,8.0,NHS Borders,S92000003
6121,2019Q2,S08000016,S08000016,Lymphoma,4.0,4.0,NHS Borders,S92000003
6122,2019Q2,S08000016,S08000016,Melanoma,3.0,3.0,NHS Borders,S92000003
6123,2019Q2,S08000016,S08000016,Ovarian,2.0,2.0,NHS Borders,S92000003
6124,2019Q2,S08000016,S08000016,Upper GI,13.0,13.0,NHS Borders,S92000003
6125,2019Q2,S08000016,S08000016,Urological,7.0,7.0,NHS Borders,S92000003
6126,2019Q3,S08000016,S08000016,Breast,13.0,9.0,NHS Borders,S92000003
6127,2019Q3,S08000016,S08000016,Colorectal,12.0,11.0,NHS Borders,S92000003
6128,2019Q3,S08000016,S08000016,Lung,15.0,15.0,NHS Borders,S92000003
6129,2019Q3,S08000016,S08000016,Lymphoma,2.0,2.0,NHS Borders,S92000003
6130,2019Q3,S08000016,S08000016,Melanoma,2.0,2.0,NHS Borders,S92000003
6131,2019Q3,S08000016,S08000016,Upper GI,19.0,19.0,NHS Borders,S92000003
6132,2019Q3,S08000016,S08000016,Urological,7.0,6.0,NHS Borders,S92000003
6133,2019Q4,S08000016,S08000016,Breast,13.0,13.0,NHS Borders,S92000003
6134,2019Q4,S08000016,S08000016,Colorectal,13.0,11.0,NHS Borders,S92000003
6135,2019Q4,S08000016,S08000016,Head & Neck,2.0,2.0,NHS Borders,S92000003
6136,2019Q4,S08000016,S08000016,Lung,4.0,4.0,NHS Borders,S92000003
6137,2019Q4,S08000016,S08000016,Lymphoma,4.0,4.0,NHS Borders,S92000003
6138,2019Q4,S08000016,S08000016,Melanoma,4.0,4.0,NHS Borders,S92000003
6139,2019Q4,S08000016,S08000016,Upper GI,6.0,6.0,NHS Borders,S92000003
6140,2019Q4,S08000016,S08000016,Urological,9.0,9.0,NHS Borders,S92000003
6141,2019Q4,S08000024,S08000016,Breast,3.0,3.0,NHS Borders,S92000003
6142,2020Q1,S08000016,S08000016,Breast,11.0,11.0,NHS Borders,S92000003
6143,2020Q1,S08000016,S08000016,Cervical,1.0,1.0,NHS Borders,S92000003
6144,2020Q1,S08000016,S08000016,Colorectal,10.0,8.0,NHS Borders,S92000003
6145,2020Q1,S08000016,S08000016,Head & Neck,1.0,1.0,NHS Borders,S92000003
6146,2020Q1,S08000016,S08000016,Lung,10.0,10.0,NHS Borders,S92000003
6147,2020Q1,S08000016,S08000016,Lymphoma,5.0,5.0,NHS Borders,S92000003
6148,2020Q1,S08000016,S08000016,Melanoma,2.0,2.0,NHS Borders,S92000003
6149,2020Q1,S08000016,S08000016,Ovarian,3.0,3.0,NHS Borders,S92000003
6150,2020Q1,S08000016,S08000016,Upper GI,5.0,5.0,NHS Borders,S92000003
6151,2020Q1,S08000016,S08000016,Urological,5.0,5.0,NHS Borders,S92000003
6152,2020Q1,S08000024,S08000016,Breast,2.0,2.0,NHS Borders,S92000003
6153,2020Q2,S08000016,S08000016,Breast,13.0,13.0,NHS Borders,S92000003
6154,2020Q2,S08000016,S08000016,Colorectal,18.0,17.0,NHS Borders,S92000003
6155,2020Q2,S08000016,S08000016,Head & Neck,2.0,1.0,NHS Borders,S92000003
6156,2020Q2,S08000016,S08000016,Lung,15.0,14.0,NHS Borders,S92000003
6157,2020Q2,S08000016,S08000016,Lymphoma,1.0,1.0,NHS Borders,S92000003
6158,2020Q2,S08000016,S08000016,Melanoma,2.0,2.0,NHS Borders,S92000003
6159,2020Q2,S08000016,S08000016,Ovarian,2.0,2.0,NHS Borders,S92000003
6160,2020Q2,S08000016,S08000016,Upper GI,7.0,6.0,NHS Borders,S92000003
6161,2020Q2,S08000016,S08000016,Urological,9.0,8.0,NHS Borders,S92000003
6162,2020Q3,S08000016,S08000016,Breast,15.0,15.0,NHS Borders,S92000003
6163,2020Q3,S08000016,S08000016,Colorectal,11.0,11.0,NHS Borders,S92000003
6164,2020Q3,S08000016,S08000016,Head & Neck,2.0,2.0,NHS Borders,S92000003
6165,2020Q3,S08000016,S08000016,Lung,9.0,9.0,NHS Borders,S92000003
6166,2020Q3,S08000016,S08000016,Lymphoma,3.0,3.0,NHS Borders,S92000003
6167,2020Q3,S08000016,S08000016,Melanoma,1.0,1.0,NHS Borders,S92000003
6168,2020Q3,S08000016,S08000016,Ovarian,1.0,1.0,NHS Borders,S92000003
6169,2020Q3,S08000016,S08000016,Upper GI,9.0,9.0,NHS Borders,S92000003
6170,2020Q3,S08000016,S08000016,Urological,6.0,6.0,NHS Borders,S92000003
6171,2020Q4,S08000016,S08000016,Breast,9.0,9.0,NHS Borders,S92000003
6172,2020Q4,S08000016,S08000016,Colorectal,8.0,8.0,NHS Borders,S92000003
6173,2020Q4,S08000016,S08000016,Head & Neck,2.0,2.0,NHS Borders,S92000003
6174,2020Q4,S08000016,S08000016,Lung,8.0,7.0,NHS Borders,S92000003
6175,2020Q4,S08000016,S08000016,Lymphoma,2.0,2.0,NHS Borders,S92000003
6176,2020Q4,S08000016,S08000016,Melanoma,1.0,1.0,NHS Borders,S92000003
6177,2020Q4,S08000016,S08000016,Ovarian,3.0,3.0,NHS Borders,S92000003
6178,2020Q4,S08000016,S08000016,Upper GI,8.0,8.0,NHS Borders,S92000003
6179,2020Q4,S08000016,S08000016,Urological,7.0,6.0,NHS Borders,S92000003
6180,2020Q4,S08000024,S08000016,Breast,2.0,2.0,NHS Borders,S92000003
6181,2021Q1,S08000016,S08000016,Breast,11.0,11.0,NHS Borders,S92000003
6182,2021Q1,S08000016,S08000016,Cervical,1.0,1.0,NHS Borders,S92000003
6183,2021Q1,S08000016,S08000016,Colorectal,16.0,16.0,NHS Borders,S92000003
6184,2021Q1,S08000016,S08000016,Lung,12.0,12.0,NHS Borders,S92000003
6185,2021Q1,S08000016,S08000016,Lymphoma,4.0,4.0,NHS Borders,S92000003
6186,2021Q1,S08000016,S08000016,Melanoma,6.0,6.0,NHS Borders,S92000003
6187,2021Q1,S08000016,S08000016,Upper GI,1.0,1.0,NHS Borders,S92000003
6188,2021Q1,S08000016,S08000016,Urological,9.0,8.0,NHS Borders,S92000003
6189,2021Q2,S08000016,S08000016,Breast,10.0,10.0,NHS Borders,S92000003
6190,2021Q2,S08000016,S08000016,Colorectal,17.0,14.0,NHS Borders,S92000003
6191,2021Q2,S08000016,S08000016,Head & Neck,2.0,2.0,NHS Borders,S92000003
6192,2021Q2,S08000016,S08000016,Lung,12.0,12.0,NHS Borders,S92000003
6193,2021Q2,S08000016,S08000016,Lymphoma,2.0,2.0,NHS Borders,S92000003
6194,2021Q2,S08000016,S08000016,Melanoma,9.0,9.0,NHS Borders,S92000003
6195,2021Q2,S08000016,S08000016,Ovarian,3.0,3.0,NHS Borders,S92000003
6196,2021Q2,S08000016,S08000016,Upper GI,7.0,7.0,NHS Borders,S92000003
6197,2021Q2,S08000016,S08000016,Urological,9.0,8.0,NHS Borders,S92000003
6198,2021Q2,S08000024,S08000016,Breast,5.0,5.0,NHS Borders,S92000003
6199,2021Q3,S08000016,S08000016,Breast,19.0,19.0,NHS Borders,S92000003
6200,2021Q3,S08000016,S08000016,Colorectal,10.0,7.0,NHS Borders,S92000003
6201,2021Q3,S08000016,S08000016,Head & Neck,1.0,1.0,NHS Borders,S92000003
6202,2021Q3,S08000016,S08000016,Lung,17.0,17.0,NHS Borders,S92000003
6203,2021Q3,S08000016,S08000016,Lymphoma,3.0,3.0,NHS Borders,S92000003
6204,2021Q3,S08000016,S08000016,Melanoma,8.0,8.0,NHS Borders,S92000003
6205,2021Q3,S08000016,S08000016,Ovarian,1.0,1.0,NHS Borders,S92000003
6206,2021Q3,S08000016,S08000016,Upper GI,5.0,5.0,NHS Borders,S92000003
6207,2021Q3,S08000016,S08000016,Urological,13.0,13.0,NHS Borders,S92000003
6208,2021Q3,S08000024,S08000016,Breast,4.0,4.0,NHS Borders,S92000003
6209,2012Q1,S92000003,S08000016,Breast,10.0,10.0,NHS Borders,S92000003
6210,2012Q1,S92000003,S08000016,Cervical,1.0,1.0,NHS Borders,S92000003
6211,2012Q1,S92000003,S08000016,Colorectal,13.0,13.0,NHS Borders,S92000003
6212,2012Q1,S92000003,S08000016,Head & Neck,1.0,1.0,NHS Borders,S92000003
6213,2012Q1,S92000003,S08000016,Lung,13.0,13.0,NHS Borders,S92000003
6214,2012Q1,S92000003,S08000016,Lymphoma,3.0,3.0,NHS Borders,S92000003
6215,2012Q1,S92000003,S08000016,Melanoma,3.0,3.0,NHS Borders,S92000003
6216,2012Q1,S92000003,S08000016,Ovarian,2.0,2.0,NHS Borders,S92000003
6217,2012Q1,S92000003,S08000016,Upper GI,6.0,6.0,NHS Borders,S92000003
6218,2012Q1,S92000003,S08000016,Urological,13.0,13.0,NHS Borders,S92000003
6219,2012Q2,S92000003,S08000016,Breast,11.0,11.0,NHS Borders,S92000003
6220,2012Q2,S92000003,S08000016,Cervical,1.0,1.0,NHS Borders,S92000003
6221,2012Q2,S92000003,S08000016,Colorectal,12.0,12.0,NHS Borders,S92000003
6222,2012Q2,S92000003,S08000016,Head & Neck,1.0,1.0,NHS Borders,S92000003
6223,2012Q2,S92000003,S08000016,Lung,8.0,8.0,NHS Borders,S92000003
6224,2012Q2,S92000003,S08000016,Lymphoma,3.0,3.0,NHS Borders,S92000003
6225,2012Q2,S92000003,S08000016,Melanoma,6.0,6.0,NHS Borders,S92000003
6226,2012Q2,S92000003,S08000016,Ovarian,3.0,3.0,NHS Borders,S92000003
6227,2012Q2,S92000003,S08000016,Upper GI,7.0,7.0,NHS Borders,S92000003
6228,2012Q2,S92000003,S08000016,Urological,15.0,15.0,NHS Borders,S92000003
6229,2012Q3,S92000003,S08000016,Breast,11.0,11.0,NHS Borders,S92000003
6230,2012Q3,S92000003,S08000016,Colorectal,12.0,12.0,NHS Borders,S92000003
6231,2012Q3,S92000003,S08000016,Head & Neck,2.0,2.0,NHS Borders,S92000003
6232,2012Q3,S92000003,S08000016,Lung,8.0,8.0,NHS Borders,S92000003
6233,2012Q3,S92000003,S08000016,Lymphoma,6.0,6.0,NHS Borders,S92000003
6234,2012Q3,S92000003,S08000016,Ovarian,3.0,3.0,NHS Borders,S92000003
6235,2012Q3,S92000003,S08000016,Upper GI,6.0,6.0,NHS Borders,S92000003
6236,2012Q3,S92000003,S08000016,Urological,18.0,18.0,NHS Borders,S92000003
6237,2012Q4,S92000003,S08000016,Breast,15.0,15.0,NHS Borders,S92000003
6238,2012Q4,S92000003,S08000016,Cervical,1.0,1.0,NHS Borders,S92000003
6239,2012Q4,S92000003,S08000016,Colorectal,7.0,7.0,NHS Borders,S92000003
6240,2012Q4,S92000003,S08000016,Lung,8.0,8.0,NHS Borders,S92000003
6241,2012Q4,S92000003,S08000016,Lymphoma,4.0,4.0,NHS Borders,S92000003
6242,2012Q4,S92000003,S08000016,Melanoma,5.0,5.0,NHS Borders,S92000003
6243,2012Q4,S92000003,S08000016,Ovarian,5.0,5.0,NHS Borders,S92000003
6244,2012Q4,S92000003,S08000016,Upper GI,8.0,8.0,NHS Borders,S92000003
6245,2012Q4,S92000003,S08000016,Urological,11.0,11.0,NHS Borders,S92000003
6246,2013Q1,S92000003,S08000016,Breast,12.0,12.0,NHS Borders,S92000003
6247,2013Q1,S92000003,S08000016,Colorectal,9.0,8.0,NHS Borders,S92000003
6248,2013Q1,S92000003,S08000016,Lung,8.0,8.0,NHS Borders,S92000003
6249,2013Q1,S92000003,S08000016,Lymphoma,4.0,4.0,NHS Borders,S92000003
6250,2013Q1,S92000003,S08000016,Melanoma,4.0,4.0,NHS Borders,S92000003
6251,2013Q1,S92000003,S08000016,Ovarian,8.0,8.0,NHS Borders,S92000003
6252,2013Q1,S92000003,S08000016,Upper GI,7.0,7.0,NHS Borders,S92000003
6253,2013Q1,S92000003,S08000016,Urological,7.0,7.0,NHS Borders,S92000003
6254,2013Q2,S92000003,S08000016,Breast,6.0,6.0,NHS Borders,S92000003
