,Quarter,HB_x,HBT,CancerType,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferralsTreatedWithin31Days,HBName,HBDateArchived,Country
7371,2014Q4,S08000024,S08000019,Breast,1.0,1.0,NHS Forth Valley,,S92000003
7372,2014Q4,S08000031,S08000019,Breast,4.0,4.0,NHS Forth Valley,,S92000003
7373,2015Q1,S08000019,S08000019,Breast,37.0,33.0,NHS Forth Valley,,S92000003
7374,2015Q1,S08000019,S08000019,Cervical,5.0,5.0,NHS Forth Valley,,S92000003
7375,2015Q1,S08000019,S08000019,Colorectal,38.0,37.0,NHS Forth Valley,,S92000003
7376,2015Q1,S08000019,S08000019,Head & Neck,4.0,4.0,NHS Forth Valley,,S92000003
7377,2015Q1,S08000019,S08000019,Lung,33.0,33.0,NHS Forth Valley,,S92000003
7378,2015Q1,S08000019,S08000019,Lymphoma,13.0,13.0,NHS Forth Valley,,S92000003
7379,2015Q1,S08000019,S08000019,Melanoma,16.0,16.0,NHS Forth Valley,,S92000003
7380,2015Q1,S08000019,S08000019,Ovarian,1.0,1.0,NHS Forth Valley,,S92000003
7381,2015Q1,S08000019,S08000019,Upper GI,27.0,27.0,NHS Forth Valley,,S92000003
7382,2015Q1,S08000019,S08000019,Urological,70.0,70.0,NHS Forth Valley,,S92000003
7383,2015Q1,S08000024,S08000019,Breast,3.0,3.0,NHS Forth Valley,,S92000003
7384,2015Q1,S08000031,S08000019,Breast,1.0,1.0,NHS Forth Valley,,S92000003
7385,2015Q2,S08000019,S08000019,Breast,45.0,45.0,NHS Forth Valley,,S92000003
7386,2015Q2,S08000019,S08000019,Cervical,1.0,1.0,NHS Forth Valley,,S92000003
7387,2015Q2,S08000019,S08000019,Colorectal,47.0,46.0,NHS Forth Valley,,S92000003
7388,2015Q2,S08000019,S08000019,Head & Neck,7.0,7.0,NHS Forth Valley,,S92000003
7389,2015Q2,S08000019,S08000019,Lung,32.0,32.0,NHS Forth Valley,,S92000003
7390,2015Q2,S08000019,S08000019,Lymphoma,16.0,16.0,NHS Forth Valley,,S92000003
7391,2015Q2,S08000019,S08000019,Melanoma,20.0,19.0,NHS Forth Valley,,S92000003
7392,2015Q2,S08000019,S08000019,Ovarian,3.0,3.0,NHS Forth Valley,,S92000003
7393,2015Q2,S08000019,S08000019,Upper GI,22.0,21.0,NHS Forth Valley,,S92000003
7394,2015Q2,S08000019,S08000019,Urological,75.0,75.0,NHS Forth Valley,,S92000003
7395,2015Q2,S08000024,S08000019,Breast,2.0,2.0,NHS Forth Valley,,S92000003
7396,2015Q3,S08000019,S08000019,Breast,32.0,31.0,NHS Forth Valley,,S92000003
7397,2015Q3,S08000019,S08000019,Colorectal,36.0,36.0,NHS Forth Valley,,S92000003
7398,2015Q3,S08000019,S08000019,Head & Neck,6.0,5.0,NHS Forth Valley,,S92000003
7399,2015Q3,S08000019,S08000019,Lung,24.0,24.0,NHS Forth Valley,,S92000003
7400,2015Q3,S08000019,S08000019,Lymphoma,15.0,15.0,NHS Forth Valley,,S92000003
7401,2015Q3,S08000019,S08000019,Melanoma,13.0,12.0,NHS Forth Valley,,S92000003
7402,2015Q3,S08000019,S08000019,Upper GI,22.0,22.0,NHS Forth Valley,,S92000003
7403,2015Q3,S08000019,S08000019,Urological,75.0,75.0,NHS Forth Valley,,S92000003
7404,2015Q3,S08000024,S08000019,Breast,2.0,2.0,NHS Forth Valley,,S92000003
7405,2015Q4,S08000019,S08000019,Breast,50.0,50.0,NHS Forth Valley,,S92000003
7406,2015Q4,S08000019,S08000019,Cervical,1.0,1.0,NHS Forth Valley,,S92000003
7407,2015Q4,S08000019,S08000019,Colorectal,33.0,31.0,NHS Forth Valley,,S92000003
7408,2015Q4,S08000019,S08000019,Head & Neck,8.0,8.0,NHS Forth Valley,,S92000003
7409,2015Q4,S08000019,S08000019,Lung,27.0,27.0,NHS Forth Valley,,S92000003
7410,2015Q4,S08000019,S08000019,Lymphoma,9.0,9.0,NHS Forth Valley,,S92000003
7411,2015Q4,S08000019,S08000019,Melanoma,16.0,14.0,NHS Forth Valley,,S92000003
7412,2015Q4,S08000019,S08000019,Ovarian,1.0,1.0,NHS Forth Valley,,S92000003
7413,2015Q4,S08000019,S08000019,Upper GI,21.0,21.0,NHS Forth Valley,,S92000003
7414,2015Q4,S08000019,S08000019,Urological,70.0,70.0,NHS Forth Valley,,S92000003
7415,2015Q4,S08000024,S08000019,Breast,4.0,4.0,NHS Forth Valley,,S92000003
7416,2016Q1,S08000019,S08000019,Breast,41.0,40.0,NHS Forth Valley,,S92000003
7417,2016Q1,S08000019,S08000019,Cervical,2.0,2.0,NHS Forth Valley,,S92000003
7418,2016Q1,S08000019,S08000019,Colorectal,44.0,42.0,NHS Forth Valley,,S92000003
7419,2016Q1,S08000019,S08000019,Head & Neck,5.0,5.0,NHS Forth Valley,,S92000003
7420,2016Q1,S08000019,S08000019,Lung,39.0,39.0,NHS Forth Valley,,S92000003
7421,2016Q1,S08000019,S08000019,Lymphoma,7.0,7.0,NHS Forth Valley,,S92000003
7422,2016Q1,S08000019,S08000019,Melanoma,13.0,12.0,NHS Forth Valley,,S92000003
7423,2016Q1,S08000019,S08000019,Upper GI,28.0,28.0,NHS Forth Valley,,S92000003
7424,2016Q1,S08000019,S08000019,Urological,62.0,62.0,NHS Forth Valley,,S92000003
7425,2016Q1,S08000031,S08000019,Urological,1.0,1.0,NHS Forth Valley,,S92000003
7426,2016Q2,S08000019,S08000019,Breast,44.0,41.0,NHS Forth Valley,,S92000003
7427,2016Q2,S08000019,S08000019,Cervical,1.0,1.0,NHS Forth Valley,,S92000003
7428,2016Q2,S08000019,S08000019,Colorectal,34.0,33.0,NHS Forth Valley,,S92000003
7429,2016Q2,S08000019,S08000019,Head & Neck,4.0,4.0,NHS Forth Valley,,S92000003
7430,2016Q2,S08000019,S08000019,Lung,42.0,42.0,NHS Forth Valley,,S92000003
7431,2016Q2,S08000019,S08000019,Lymphoma,10.0,10.0,NHS Forth Valley,,S92000003
7432,2016Q2,S08000019,S08000019,Melanoma,10.0,10.0,NHS Forth Valley,,S92000003
7433,2016Q2,S08000019,S08000019,Ovarian,2.0,2.0,NHS Forth Valley,,S92000003
7434,2016Q2,S08000019,S08000019,Upper GI,25.0,25.0,NHS Forth Valley,,S92000003
7435,2016Q2,S08000019,S08000019,Urological,78.0,78.0,NHS Forth Valley,,S92000003
7436,2016Q2,S08000024,S08000019,Breast,2.0,2.0,NHS Forth Valley,,S92000003
7437,2016Q3,S08000019,S08000019,Breast,39.0,39.0,NHS Forth Valley,,S92000003
7438,2016Q3,S08000019,S08000019,Cervical,2.0,2.0,NHS Forth Valley,,S92000003
7439,2016Q3,S08000019,S08000019,Colorectal,33.0,30.0,NHS Forth Valley,,S92000003
7440,2016Q3,S08000019,S08000019,Lung,32.0,32.0,NHS Forth Valley,,S92000003
7441,2016Q3,S08000019,S08000019,Lymphoma,12.0,12.0,NHS Forth Valley,,S92000003
7442,2016Q3,S08000019,S08000019,Melanoma,20.0,19.0,NHS Forth Valley,,S92000003
7443,2016Q3,S08000019,S08000019,Upper GI,34.0,34.0,NHS Forth Valley,,S92000003
7444,2016Q3,S08000019,S08000019,Urological,72.0,72.0,NHS Forth Valley,,S92000003
7445,2016Q3,S08000024,S08000019,Breast,2.0,2.0,NHS Forth Valley,,S92000003
7446,2016Q3,S08000031,S08000019,Urological,1.0,1.0,NHS Forth Valley,,S92000003
7447,2016Q4,S08000019,S08000019,Breast,29.0,29.0,NHS Forth Valley,,S92000003
7448,2016Q4,S08000019,S08000019,Cervical,1.0,1.0,NHS Forth Valley,,S92000003
7449,2016Q4,S08000019,S08000019,Colorectal,49.0,49.0,NHS Forth Valley,,S92000003
7450,2016Q4,S08000019,S08000019,Head & Neck,2.0,2.0,NHS Forth Valley,,S92000003
7451,2016Q4,S08000019,S08000019,Lung,34.0,34.0,NHS Forth Valley,,S92000003
7452,2016Q4,S08000019,S08000019,Lymphoma,10.0,10.0,NHS Forth Valley,,S92000003
7453,2016Q4,S08000019,S08000019,Melanoma,18.0,15.0,NHS Forth Valley,,S92000003
7454,2016Q4,S08000019,S08000019,Ovarian,2.0,2.0,NHS Forth Valley,,S92000003
7455,2016Q4,S08000019,S08000019,Upper GI,17.0,17.0,NHS Forth Valley,,S92000003
7456,2016Q4,S08000019,S08000019,Urological,71.0,68.0,NHS Forth Valley,,S92000003
7457,2016Q4,S08000031,S08000019,Breast,1.0,1.0,NHS Forth Valley,,S92000003
7458,2016Q4,S08000031,S08000019,Lung,1.0,1.0,NHS Forth Valley,,S92000003
7459,2017Q1,S08000019,S08000019,Breast,31.0,27.0,NHS Forth Valley,,S92000003
7460,2017Q1,S08000019,S08000019,Cervical,2.0,2.0,NHS Forth Valley,,S92000003
7461,2017Q1,S08000019,S08000019,Colorectal,45.0,45.0,NHS Forth Valley,,S92000003
7462,2017Q1,S08000019,S08000019,Head & Neck,3.0,3.0,NHS Forth Valley,,S92000003
7463,2017Q1,S08000019,S08000019,Lung,37.0,37.0,NHS Forth Valley,,S92000003
7464,2017Q1,S08000019,S08000019,Lymphoma,15.0,15.0,NHS Forth Valley,,S92000003
7465,2017Q1,S08000019,S08000019,Melanoma,16.0,15.0,NHS Forth Valley,,S92000003
7466,2017Q1,S08000019,S08000019,Ovarian,6.0,6.0,NHS Forth Valley,,S92000003
7467,2017Q1,S08000019,S08000019,Upper GI,15.0,15.0,NHS Forth Valley,,S92000003
7468,2017Q1,S08000019,S08000019,Urological,80.0,80.0,NHS Forth Valley,,S92000003
7469,2017Q1,S08000024,S08000019,Breast,5.0,4.0,NHS Forth Valley,,S92000003
7470,2017Q1,S08000029,S08000019,Breast,1.0,1.0,NHS Forth Valley,,S92000003
7471,2017Q1,S08000029,S08000019,Colorectal,1.0,1.0,NHS Forth Valley,,S92000003
7472,2017Q1,S08000031,S08000019,Breast,5.0,2.0,NHS Forth Valley,,S92000003
7473,2017Q2,S08000019,S08000019,Breast,45.0,38.0,NHS Forth Valley,,S92000003
7474,2017Q2,S08000019,S08000019,Cervical,1.0,1.0,NHS Forth Valley,,S92000003
7475,2017Q2,S08000019,S08000019,Colorectal,52.0,51.0,NHS Forth Valley,,S92000003
7476,2017Q2,S08000019,S08000019,Head & Neck,4.0,4.0,NHS Forth Valley,,S92000003
7477,2017Q2,S08000019,S08000019,Lung,31.0,31.0,NHS Forth Valley,,S92000003
7478,2017Q2,S08000019,S08000019,Lymphoma,9.0,9.0,NHS Forth Valley,,S92000003
7479,2017Q2,S08000019,S08000019,Melanoma,16.0,15.0,NHS Forth Valley,,S92000003
7480,2017Q2,S08000019,S08000019,Ovarian,5.0,4.0,NHS Forth Valley,,S92000003
7481,2017Q2,S08000019,S08000019,Upper GI,20.0,20.0,NHS Forth Valley,,S92000003
7482,2017Q2,S08000019,S08000019,Urological,84.0,82.0,NHS Forth Valley,,S92000003
7483,2017Q2,S08000031,S08000019,Breast,3.0,3.0,NHS Forth Valley,,S92000003
7484,2017Q3,S08000019,S08000019,Breast,40.0,36.0,NHS Forth Valley,,S92000003
7485,2017Q3,S08000019,S08000019,Cervical,4.0,4.0,NHS Forth Valley,,S92000003
7486,2017Q3,S08000019,S08000019,Colorectal,49.0,45.0,NHS Forth Valley,,S92000003
7487,2017Q3,S08000019,S08000019,Head & Neck,4.0,4.0,NHS Forth Valley,,S92000003
7488,2017Q3,S08000019,S08000019,Lung,39.0,39.0,NHS Forth Valley,,S92000003
7489,2017Q3,S08000019,S08000019,Lymphoma,14.0,14.0,NHS Forth Valley,,S92000003
7490,2017Q3,S08000019,S08000019,Melanoma,18.0,16.0,NHS Forth Valley,,S92000003
7491,2017Q3,S08000019,S08000019,Ovarian,4.0,3.0,NHS Forth Valley,,S92000003
7492,2017Q3,S08000019,S08000019,Upper GI,22.0,22.0,NHS Forth Valley,,S92000003
7493,2017Q3,S08000019,S08000019,Urological,82.0,79.0,NHS Forth Valley,,S92000003
7494,2017Q3,S08000031,S08000019,Breast,2.0,2.0,NHS Forth Valley,,S92000003
7495,2017Q4,S08000019,S08000019,Breast,39.0,38.0,NHS Forth Valley,,S92000003
7496,2017Q4,S08000019,S08000019,Colorectal,35.0,35.0,NHS Forth Valley,,S92000003
7497,2017Q4,S08000019,S08000019,Head & Neck,7.0,7.0,NHS Forth Valley,,S92000003
7498,2017Q4,S08000019,S08000019,Lung,53.0,53.0,NHS Forth Valley,,S92000003
7499,2017Q4,S08000019,S08000019,Lymphoma,11.0,11.0,NHS Forth Valley,,S92000003
7500,2017Q4,S08000019,S08000019,Melanoma,19.0,19.0,NHS Forth Valley,,S92000003
7501,2017Q4,S08000019,S08000019,Ovarian,1.0,0.0,NHS Forth Valley,,S92000003
7502,2017Q4,S08000019,S08000019,Upper GI,22.0,22.0,NHS Forth Valley,,S92000003
7503,2017Q4,S08000019,S08000019,Urological,94.0,94.0,NHS Forth Valley,,S92000003
7504,2017Q4,S08000031,S08000019,Breast,7.0,6.0,NHS Forth Valley,,S92000003
7505,2018Q1,S08000019,S08000019,Breast,32.0,31.0,NHS Forth Valley,,S92000003
7506,2018Q1,S08000019,S08000019,Cervical,1.0,1.0,NHS Forth Valley,,S92000003
7507,2018Q1,S08000019,S08000019,Colorectal,43.0,40.0,NHS Forth Valley,,S92000003
7508,2018Q1,S08000019,S08000019,Head & Neck,7.0,7.0,NHS Forth Valley,,S92000003
7509,2018Q1,S08000019,S08000019,Lung,37.0,37.0,NHS Forth Valley,,S92000003
7510,2018Q1,S08000019,S08000019,Lymphoma,16.0,16.0,NHS Forth Valley,,S92000003
7511,2018Q1,S08000019,S08000019,Melanoma,23.0,20.0,NHS Forth Valley,,S92000003
7512,2018Q1,S08000019,S08000019,Ovarian,3.0,3.0,NHS Forth Valley,,S92000003
7513,2018Q1,S08000019,S08000019,Upper GI,14.0,14.0,NHS Forth Valley,,S92000003
7514,2018Q1,S08000019,S08000019,Urological,116.0,114.0,NHS Forth Valley,,S92000003
7515,2018Q1,S08000031,S08000019,Breast,6.0,6.0,NHS Forth Valley,,S92000003
7516,2018Q2,S08000019,S08000019,Breast,43.0,43.0,NHS Forth Valley,,S92000003
7517,2018Q2,S08000019,S08000019,Cervical,1.0,1.0,NHS Forth Valley,,S92000003
7518,2018Q2,S08000019,S08000019,Colorectal,52.0,48.0,NHS Forth Valley,,S92000003
7519,2018Q2,S08000019,S08000019,Head & Neck,2.0,2.0,NHS Forth Valley,,S92000003
7520,2018Q2,S08000019,S08000019,Lung,39.0,39.0,NHS Forth Valley,,S92000003
7521,2018Q2,S08000019,S08000019,Lymphoma,18.0,18.0,NHS Forth Valley,,S92000003
7522,2018Q2,S08000019,S08000019,Melanoma,25.0,23.0,NHS Forth Valley,,S92000003
7523,2018Q2,S08000019,S08000019,Ovarian,2.0,2.0,NHS Forth Valley,,S92000003
7524,2018Q2,S08000019,S08000019,Upper GI,27.0,27.0,NHS Forth Valley,,S92000003
7525,2018Q2,S08000019,S08000019,Urological,82.0,82.0,NHS Forth Valley,,S92000003
7526,2018Q2,S08000031,S08000019,Breast,2.0,2.0,NHS Forth Valley,,S92000003
7527,2018Q3,S08000019,S08000019,Breast,49.0,47.0,NHS Forth Valley,,S92000003
7528,2018Q3,S08000019,S08000019,Cervical,2.0,2.0,NHS Forth Valley,,S92000003
7529,2018Q3,S08000019,S08000019,Colorectal,51.0,46.0,NHS Forth Valley,,S92000003
7530,2018Q3,S08000019,S08000019,Head & Neck,9.0,9.0,NHS Forth Valley,,S92000003
7531,2018Q3,S08000019,S08000019,Lung,32.0,32.0,NHS Forth Valley,,S92000003
7532,2018Q3,S08000019,S08000019,Lymphoma,14.0,14.0,NHS Forth Valley,,S92000003
7533,2018Q3,S08000019,S08000019,Melanoma,19.0,17.0,NHS Forth Valley,,S92000003
7534,2018Q3,S08000019,S08000019,Ovarian,2.0,2.0,NHS Forth Valley,,S92000003
7535,2018Q3,S08000019,S08000019,Upper GI,33.0,33.0,NHS Forth Valley,,S92000003
7536,2018Q3,S08000019,S08000019,Urological,119.0,117.0,NHS Forth Valley,,S92000003
7537,2018Q3,S08000024,S08000019,Breast,1.0,1.0,NHS Forth Valley,,S92000003
7538,2018Q4,S08000019,S08000019,Breast,47.0,36.0,NHS Forth Valley,,S92000003
7539,2018Q4,S08000019,S08000019,Cervical,1.0,1.0,NHS Forth Valley,,S92000003
7540,2018Q4,S08000019,S08000019,Colorectal,42.0,42.0,NHS Forth Valley,,S92000003
7541,2018Q4,S08000019,S08000019,Head & Neck,4.0,3.0,NHS Forth Valley,,S92000003
7542,2018Q4,S08000019,S08000019,Lung,37.0,37.0,NHS Forth Valley,,S92000003
7543,2018Q4,S08000019,S08000019,Lymphoma,19.0,19.0,NHS Forth Valley,,S92000003
7544,2018Q4,S08000019,S08000019,Melanoma,19.0,18.0,NHS Forth Valley,,S92000003
7545,2018Q4,S08000019,S08000019,Ovarian,1.0,1.0,NHS Forth Valley,,S92000003
7546,2018Q4,S08000019,S08000019,Upper GI,29.0,29.0,NHS Forth Valley,,S92000003
7547,2018Q4,S08000019,S08000019,Urological,84.0,82.0,NHS Forth Valley,,S92000003
7548,2018Q4,S08000024,S08000019,Breast,1.0,1.0,NHS Forth Valley,,S92000003
7549,2019Q1,S08000019,S08000019,Breast,33.0,31.0,NHS Forth Valley,,S92000003
7550,2019Q1,S08000019,S08000019,Cervical,1.0,1.0,NHS Forth Valley,,S92000003
7551,2019Q1,S08000019,S08000019,Colorectal,46.0,42.0,NHS Forth Valley,,S92000003
7552,2019Q1,S08000019,S08000019,Head & Neck,4.0,4.0,NHS Forth Valley,,S92000003
7553,2019Q1,S08000019,S08000019,Lung,39.0,39.0,NHS Forth Valley,,S92000003
7554,2019Q1,S08000019,S08000019,Lymphoma,17.0,17.0,NHS Forth Valley,,S92000003
7555,2019Q1,S08000019,S08000019,Melanoma,18.0,18.0,NHS Forth Valley,,S92000003
7556,2019Q1,S08000019,S08000019,Ovarian,1.0,1.0,NHS Forth Valley,,S92000003
7557,2019Q1,S08000019,S08000019,Upper GI,30.0,30.0,NHS Forth Valley,,S92000003
7558,2019Q1,S08000019,S08000019,Urological,86.0,86.0,NHS Forth Valley,,S92000003
7559,2019Q1,S08000024,S08000019,Breast,2.0,2.0,NHS Forth Valley,,S92000003
7560,2019Q1,S08000031,S08000019,Urological,1.0,1.0,NHS Forth Valley,,S92000003
7561,2019Q2,S08000019,S08000019,Breast,52.0,52.0,NHS Forth Valley,,S92000003
7562,2019Q2,S08000019,S08000019,Cervical,3.0,3.0,NHS Forth Valley,,S92000003
7563,2019Q2,S08000019,S08000019,Colorectal,47.0,42.0,NHS Forth Valley,,S92000003
7564,2019Q2,S08000019,S08000019,Head & Neck,7.0,7.0,NHS Forth Valley,,S92000003
7565,2019Q2,S08000019,S08000019,Lung,46.0,46.0,NHS Forth Valley,,S92000003
7566,2019Q2,S08000019,S08000019,Lymphoma,12.0,12.0,NHS Forth Valley,,S92000003
7567,2019Q2,S08000019,S08000019,Melanoma,12.0,11.0,NHS Forth Valley,,S92000003
7568,2019Q2,S08000019,S08000019,Ovarian,2.0,2.0,NHS Forth Valley,,S92000003
7569,2019Q2,S08000019,S08000019,Upper GI,28.0,28.0,NHS Forth Valley,,S92000003
7570,2019Q2,S08000019,S08000019,Urological,81.0,77.0,NHS Forth Valley,,S92000003
7571,2019Q2,S08000024,S08000019,Breast,1.0,1.0,NHS Forth Valley,,S92000003
7572,2019Q3,S08000019,S08000019,Breast,51.0,51.0,NHS Forth Valley,,S92000003
7573,2019Q3,S08000019,S08000019,Colorectal,42.0,41.0,NHS Forth Valley,,S92000003
7574,2019Q3,S08000019,S08000019,Head & Neck,2.0,2.0,NHS Forth Valley,,S92000003
7575,2019Q3,S08000019,S08000019,Lung,44.0,44.0,NHS Forth Valley,,S92000003
7576,2019Q3,S08000019,S08000019,Lymphoma,15.0,15.0,NHS Forth Valley,,S92000003
7577,2019Q3,S08000019,S08000019,Melanoma,15.0,14.0,NHS Forth Valley,,S92000003
7578,2019Q3,S08000019,S08000019,Ovarian,1.0,1.0,NHS Forth Valley,,S92000003
7579,2019Q3,S08000019,S08000019,Upper GI,21.0,21.0,NHS Forth Valley,,S92000003
7580,2019Q3,S08000019,S08000019,Urological,82.0,79.0,NHS Forth Valley,,S92000003
7581,2019Q3,S08000024,S08000019,Breast,3.0,3.0,NHS Forth Valley,,S92000003
7582,2019Q3,S08000032,S08000019,Breast,1.0,1.0,NHS Forth Valley,,S92000003
7583,2019Q4,S08000019,S08000019,Breast,43.0,43.0,NHS Forth Valley,,S92000003
7584,2019Q4,S08000019,S08000019,Cervical,3.0,3.0,NHS Forth Valley,,S92000003
7585,2019Q4,S08000019,S08000019,Colorectal,46.0,45.0,NHS Forth Valley,,S92000003
7586,2019Q4,S08000019,S08000019,Head & Neck,3.0,3.0,NHS Forth Valley,,S92000003
7587,2019Q4,S08000019,S08000019,Lung,33.0,33.0,NHS Forth Valley,,S92000003
7588,2019Q4,S08000019,S08000019,Lymphoma,14.0,14.0,NHS Forth Valley,,S92000003
7589,2019Q4,S08000019,S08000019,Melanoma,16.0,16.0,NHS Forth Valley,,S92000003
7590,2019Q4,S08000019,S08000019,Ovarian,1.0,1.0,NHS Forth Valley,,S92000003
7591,2019Q4,S08000019,S08000019,Upper GI,32.0,32.0,NHS Forth Valley,,S92000003
7592,2019Q4,S08000019,S08000019,Urological,77.0,76.0,NHS Forth Valley,,S92000003
7593,2019Q4,S08000024,S08000019,Breast,2.0,2.0,NHS Forth Valley,,S92000003
7594,2019Q4,S08000031,S08000019,Breast,5.0,5.0,NHS Forth Valley,,S92000003
7595,2020Q1,S08000019,S08000019,Breast,57.0,57.0,NHS Forth Valley,,S92000003
7596,2020Q1,S08000019,S08000019,Cervical,1.0,1.0,NHS Forth Valley,,S92000003
7597,2020Q1,S08000019,S08000019,Colorectal,60.0,59.0,NHS Forth Valley,,S92000003
7598,2020Q1,S08000019,S08000019,Head & Neck,2.0,2.0,NHS Forth Valley,,S92000003
7599,2020Q1,S08000019,S08000019,Lung,39.0,39.0,NHS Forth Valley,,S92000003
7600,2020Q1,S08000019,S08000019,Lymphoma,21.0,21.0,NHS Forth Valley,,S92000003
7601,2020Q1,S08000019,S08000019,Melanoma,20.0,17.0,NHS Forth Valley,,S92000003
7602,2020Q1,S08000019,S08000019,Ovarian,1.0,1.0,NHS Forth Valley,,S92000003
7603,2020Q1,S08000019,S08000019,Upper GI,28.0,28.0,NHS Forth Valley,,S92000003
7604,2020Q1,S08000019,S08000019,Urological,98.0,98.0,NHS Forth Valley,,S92000003
7605,2020Q1,S08000024,S08000019,Breast,2.0,2.0,NHS Forth Valley,,S92000003
7606,2020Q1,S08000031,S08000019,Breast,2.0,2.0,NHS Forth Valley,,S92000003
7607,2020Q2,S08000019,S08000019,Breast,46.0,46.0,NHS Forth Valley,,S92000003
7608,2020Q2,S08000019,S08000019,Cervical,2.0,2.0,NHS Forth Valley,,S92000003
7609,2020Q2,S08000019,S08000019,Colorectal,26.0,25.0,NHS Forth Valley,,S92000003
7610,2020Q2,S08000019,S08000019,Head & Neck,7.0,7.0,NHS Forth Valley,,S92000003
7611,2020Q2,S08000019,S08000019,Lung,29.0,29.0,NHS Forth Valley,,S92000003
7612,2020Q2,S08000019,S08000019,Lymphoma,17.0,17.0,NHS Forth Valley,,S92000003
7613,2020Q2,S08000019,S08000019,Melanoma,18.0,18.0,NHS Forth Valley,,S92000003
7614,2020Q2,S08000019,S08000019,Ovarian,1.0,1.0,NHS Forth Valley,,S92000003
7615,2020Q2,S08000019,S08000019,Upper GI,26.0,26.0,NHS Forth Valley,,S92000003
7616,2020Q2,S08000019,S08000019,Urological,66.0,66.0,NHS Forth Valley,,S92000003
7617,2020Q2,S08000024,S08000019,Breast,1.0,1.0,NHS Forth Valley,,S92000003
7618,2020Q2,S08000031,S08000019,Breast,2.0,2.0,NHS Forth Valley,,S92000003
7619,2020Q3,S08000019,S08000019,Breast,43.0,42.0,NHS Forth Valley,,S92000003
7620,2020Q3,S08000019,S08000019,Colorectal,24.0,23.0,NHS Forth Valley,,S92000003
7621,2020Q3,S08000019,S08000019,Head & Neck,5.0,5.0,NHS Forth Valley,,S92000003
7622,2020Q3,S08000019,S08000019,Lung,42.0,42.0,NHS Forth Valley,,S92000003
7623,2020Q3,S08000019,S08000019,Lymphoma,10.0,10.0,NHS Forth Valley,,S92000003
7624,2020Q3,S08000019,S08000019,Melanoma,14.0,14.0,NHS Forth Valley,,S92000003
7625,2020Q3,S08000019,S08000019,Ovarian,4.0,4.0,NHS Forth Valley,,S92000003
7626,2020Q3,S08000019,S08000019,Upper GI,21.0,21.0,NHS Forth Valley,,S92000003
7627,2020Q3,S08000019,S08000019,Urological,69.0,69.0,NHS Forth Valley,,S92000003
7628,2020Q4,S08000019,S08000019,Breast,55.0,55.0,NHS Forth Valley,,S92000003
7629,2020Q4,S08000019,S08000019,Cervical,2.0,2.0,NHS Forth Valley,,S92000003
7630,2020Q4,S08000019,S08000019,Colorectal,42.0,42.0,NHS Forth Valley,,S92000003
7631,2020Q4,S08000019,S08000019,Head & Neck,2.0,2.0,NHS Forth Valley,,S92000003
7632,2020Q4,S08000019,S08000019,Lung,54.0,54.0,NHS Forth Valley,,S92000003
7633,2020Q4,S08000019,S08000019,Lymphoma,9.0,9.0,NHS Forth Valley,,S92000003
7634,2020Q4,S08000019,S08000019,Melanoma,11.0,11.0,NHS Forth Valley,,S92000003
7635,2020Q4,S08000019,S08000019,Ovarian,4.0,4.0,NHS Forth Valley,,S92000003
7636,2020Q4,S08000019,S08000019,Upper GI,35.0,35.0,NHS Forth Valley,,S92000003
7637,2020Q4,S08000019,S08000019,Urological,74.0,73.0,NHS Forth Valley,,S92000003
7638,2020Q4,S08000024,S08000019,Breast,1.0,1.0,NHS Forth Valley,,S92000003
7639,2020Q4,S08000031,S08000019,Breast,4.0,4.0,NHS Forth Valley,,S92000003
7640,2021Q1,S08000019,S08000019,Breast,39.0,39.0,NHS Forth Valley,,S92000003
7641,2021Q1,S08000019,S08000019,Colorectal,48.0,48.0,NHS Forth Valley,,S92000003
7642,2021Q1,S08000019,S08000019,Head & Neck,7.0,7.0,NHS Forth Valley,,S92000003
7643,2021Q1,S08000019,S08000019,Lung,37.0,37.0,NHS Forth Valley,,S92000003
7644,2021Q1,S08000019,S08000019,Lymphoma,14.0,14.0,NHS Forth Valley,,S92000003
7645,2021Q1,S08000019,S08000019,Melanoma,7.0,7.0,NHS Forth Valley,,S92000003
7646,2021Q1,S08000019,S08000019,Ovarian,3.0,3.0,NHS Forth Valley,,S92000003
7647,2021Q1,S08000019,S08000019,Upper GI,36.0,36.0,NHS Forth Valley,,S92000003
7648,2021Q1,S08000019,S08000019,Urological,76.0,74.0,NHS Forth Valley,,S92000003
7649,2021Q1,S08000031,S08000019,Breast,1.0,1.0,NHS Forth Valley,,S92000003
7650,2021Q1,S08000031,S08000019,Urological,1.0,0.0,NHS Forth Valley,,S92000003
7651,2021Q2,S08000019,S08000019,Breast,53.0,52.0,NHS Forth Valley,,S92000003
7652,2021Q2,S08000019,S08000019,Cervical,3.0,3.0,NHS Forth Valley,,S92000003
7653,2021Q2,S08000019,S08000019,Colorectal,45.0,43.0,NHS Forth Valley,,S92000003
7654,2021Q2,S08000019,S08000019,Head & Neck,7.0,7.0,NHS Forth Valley,,S92000003
7655,2021Q2,S08000019,S08000019,Lung,42.0,42.0,NHS Forth Valley,,S92000003
7656,2021Q2,S08000019,S08000019,Lymphoma,21.0,21.0,NHS Forth Valley,,S92000003
7657,2021Q2,S08000019,S08000019,Melanoma,15.0,14.0,NHS Forth Valley,,S92000003
7658,2021Q2,S08000019,S08000019,Ovarian,6.0,6.0,NHS Forth Valley,,S92000003
